Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
46,110290,Unemployed,8,0,0.4,No,447,1
61,71999,Employed,14,3,0.54,No,642,1
41,51153,Self-Employed,21,1,0.35,No,496,1
20,38344,Employed,29,0,0.59,No,423,1
37,119777,Employed,4,0,0.15,No,632,1
63,57656,Unemployed,19,1,0.5,No,783,1
32,90515,Employed,1,1,0.42,No,753,1
42,149515,Self-Employed,21,4,0.39,Yes,648,1
47,21212,Employed,15,4,0.46,No,752,1
31,140385,Employed,17,3,0.52,No,378,1
24,29001,Self-Employed,15,3,0.53,No,307,0
34,98784,Employed,4,2,0.19,No,672,1
61,118723,Self-Employed,0,4,0.2,No,848,1
37,101144,Employed,18,1,0.11,Yes,756,1
53,56427,Unemployed,9,4,0.17,No,569,1
26,51368,Employed,20,3,0.23,Yes,731,1
55,90819,Employed,28,3,0.46,No,525,1
39,81160,Employed,12,3,0.34,No,622,1
19,45854,Unemployed,22,1,0.48,Yes,719,0
41,30715,Self-Employed,23,0,0.34,No,634,1
25,101701,Self-Employed,22,3,0.38,No,421,1
28,78784,Employed,22,4,0.16,No,775,1
30,149193,Employed,10,0,0.49,No,536,1
34,119644,Employed,14,4,0.48,No,681,1
25,46797,Employed,1,3,0.25,No,703,1
38,67573,Employed,5,1,0.26,No,688,1
35,96120,Unemployed,20,0,0.21,No,746,1
47,34780,Self-Employed,10,0,0.51,No,492,0
35,57905,Employed,14,3,0.47,No,760,1
63,41573,Employed,8,3,0.4,No,409,1
64,136049,Self-Employed,11,3,0.22,Yes,513,1
48,149651,Employed,25,2,0.19,Yes,762,1
55,53359,Employed,26,1,0.13,No,814,1
49,86062,Employed,3,1,0.12,No,301,1
28,93391,Employed,27,3,0.19,Yes,695,1
62,63463,Self-Employed,22,2,0.15,No,643,1
42,119596,Employed,26,3,0.38,No,509,1
50,136342,Employed,23,3,0.28,No,357,1
55,115018,Employed,13,1,0.32,Yes,783,1
58,36571,Self-Employed,21,2,0.4,Yes,412,0
25,117276,Employed,2,1,0.43,Yes,784,1
28,148568,Employed,26,3,0.42,No,370,1
39,39142,Unemployed,20,4,0.23,No,782,1
41,45104,Unemployed,16,0,0.5,No,344,0
58,28625,Unemployed,29,3,0.56,Yes,841,0
34,59199,Unemployed,12,2,0.26,No,503,1
29,140725,Employed,7,4,0.11,Yes,775,1
63,35926,Employed,11,2,0.55,Yes,539,0
49,51218,Employed,11,3,0.56,No,742,1
32,64472,Employed,11,3,0.13,Yes,546,1
33,111916,Unemployed,26,0,0.1,No,753,1
39,143182,Self-Employed,1,2,0.51,Yes,453,0
45,40566,Self-Employed,28,4,0.25,Yes,849,1
37,76125,Employed,9,0,0.56,No,765,1
50,53205,Unemployed,22,2,0.21,Yes,524,0
27,129084,Unemployed,8,3,0.53,Yes,541,0
57,49717,Employed,0,0,0.13,No,756,1
49,69984,Unemployed,28,3,0.23,No,791,1
50,127292,Employed,3,1,0.59,No,752,1
19,45135,Employed,22,1,0.22,No,834,1
50,48164,Self-Employed,13,0,0.17,No,798,1
50,94489,Self-Employed,15,0,0.53,Yes,492,0
58,58562,Employed,24,2,0.16,No,453,1
30,89110,Employed,17,4,0.15,No,765,1
47,40169,Unemployed,1,4,0.26,Yes,314,0
50,79858,Self-Employed,5,1,0.42,No,749,1
30,41604,Self-Employed,2,1,0.46,No,378,0
43,109670,Employed,19,1,0.54,No,310,1
39,134605,Employed,18,3,0.37,No,538,1
56,108738,Employed,12,4,0.3,Yes,496,1
19,20684,Employed,16,0,0.28,No,460,1
55,148140,Employed,13,1,0.52,Yes,798,1
56,122537,Employed,29,2,0.46,No,471,1
43,135265,Employed,21,0,0.55,Yes,434,1
63,131301,Employed,10,0,0.58,No,525,1
32,28007,Unemployed,15,0,0.25,No,568,0
51,134915,Employed,10,4,0.36,No,331,1
59,120632,Employed,28,1,0.42,No,594,1
61,137419,Employed,17,2,0.18,Yes,618,1
57,61787,Employed,1,3,0.13,Yes,831,1
28,69582,Employed,22,2,0.53,No,827,1
20,94791,Unemployed,20,2,0.37,No,457,0
23,117798,Self-Employed,7,2,0.39,No,404,1
26,103629,Employed,13,3,0.38,Yes,656,1
23,25782,Employed,1,2,0.48,No,633,0
26,86770,Employed,12,2,0.17,Yes,661,1
56,77645,Self-Employed,9,1,0.41,No,348,1
48,123509,Employed,7,1,0.33,No,675,1
49,119724,Employed,6,1,0.55,No,789,1
58,51996,Unemployed,12,0,0.36,Yes,432,0
29,49204,Self-Employed,25,2,0.57,No,598,0
25,37152,Unemployed,29,4,0.28,No,496,0
25,75186,Unemployed,23,4,0.58,No,318,0
45,127900,Unemployed,26,4,0.54,No,672,1
37,110555,Employed,18,3,0.39,Yes,453,1
64,105024,Employed,23,1,0.28,No,493,1
24,122659,Self-Employed,14,1,0.29,No,697,1
28,39689,Self-Employed,21,1,0.49,No,735,1
37,70690,Unemployed,1,3,0.39,Yes,687,0
33,114042,Employed,21,2,0.3,No,634,1
21,103251,Employed,4,0,0.42,Yes,705,1
23,77320,Employed,18,1,0.47,No,667,1
39,84226,Employed,0,2,0.11,No,789,1
43,76091,Employed,6,4,0.14,Yes,747,1
20,126565,Self-Employed,17,0,0.15,Yes,808,1
58,99301,Employed,0,4,0.22,No,827,1
59,41942,Self-Employed,0,2,0.31,No,399,0
31,58712,Self-Employed,6,2,0.5,Yes,796,1
28,146315,Employed,27,4,0.28,No,792,1
35,125430,Employed,16,0,0.11,Yes,738,1
29,85277,Self-Employed,24,4,0.34,No,577,1
40,69632,Self-Employed,5,4,0.6,No,677,1
29,58031,Unemployed,19,4,0.27,No,587,1
30,40478,Unemployed,11,0,0.58,No,727,1
42,42551,Unemployed,19,3,0.15,No,628,1
62,68068,Employed,14,0,0.19,No,332,1
36,113608,Unemployed,12,4,0.46,No,419,1
63,55561,Unemployed,11,1,0.35,Yes,396,0
53,22892,Unemployed,29,1,0.48,No,685,1
62,119502,Employed,20,2,0.53,No,313,1
25,44395,Unemployed,1,3,0.23,No,616,0
46,38756,Employed,20,2,0.44,No,620,1
49,136580,Self-Employed,17,2,0.4,No,385,1
61,107710,Employed,27,1,0.53,No,841,1
35,54651,Employed,3,0,0.32,No,582,1
23,140155,Employed,9,2,0.13,No,363,1
35,86333,Employed,10,2,0.39,No,379,1
36,93745,Employed,29,3,0.58,No,693,1
39,126539,Unemployed,20,1,0.11,Yes,649,1
54,69306,Employed,5,0,0.22,Yes,510,1
49,41346,Employed,5,3,0.26,No,702,1
58,133561,Employed,8,0,0.48,Yes,670,1
20,48024,Employed,19,0,0.26,No,398,1
45,114950,Employed,12,2,0.22,No,566,1
27,138768,Employed,29,3,0.42,No,351,1
52,60818,Employed,4,2,0.12,No,421,1
46,25947,Self-Employed,5,4,0.19,No,331,1
32,95153,Employed,3,0,0.3,No,635,1
50,106240,Employed,5,3,0.28,No,767,1
24,147192,Employed,17,1,0.27,Yes,591,1
29,146519,Unemployed,27,2,0.15,No,730,1
47,114238,Employed,12,4,0.28,No,470,1
38,87428,Employed,22,4,0.5,Yes,667,1
48,49754,Employed,2,4,0.31,No,607,1
41,83355,Employed,29,2,0.39,No,367,1
37,78241,Employed,9,1,0.18,Yes,432,1
54,88960,Employed,3,3,0.13,Yes,382,1
21,149958,Employed,24,0,0.54,Yes,475,1
45,147420,Employed,14,1,0.27,No,411,1
61,127754,Employed,11,2,0.28,Yes,654,1
37,33418,Self-Employed,14,3,0.54,No,490,0
41,115422,Unemployed,28,0,0.45,Yes,561,0
49,120319,Employed,20,3,0.48,No,638,1
58,108593,Self-Employed,24,0,0.44,No,719,1
53,75184,Unemployed,25,0,0.15,No,347,1
51,24833,Unemployed,28,4,0.58,No,419,0
53,95430,Employed,25,2,0.55,No,683,1
19,134246,Self-Employed,9,1,0.22,No,628,1
32,61833,Employed,11,4,0.5,No,843,1
51,20565,Employed,25,4,0.3,Yes,384,0
53,60180,Employed,21,3,0.44,No,316,1
23,38402,Employed,7,0,0.18,Yes,835,1
56,62845,Employed,20,0,0.37,No,683,1
59,95851,Employed,20,3,0.16,No,381,1
29,32834,Self-Employed,2,2,0.37,No,817,1
20,87850,Employed,6,0,0.22,No,405,1
62,57180,Employed,17,4,0.33,No,446,1
35,23883,Employed,26,4,0.43,No,307,1
57,129688,Employed,27,0,0.54,No,573,1
38,95587,Employed,2,0,0.18,Yes,810,1
32,126520,Unemployed,14,2,0.55,Yes,337,0
50,31695,Employed,1,0,0.3,Yes,813,1
52,147135,Employed,14,2,0.52,Yes,523,1
43,43123,Unemployed,12,4,0.36,No,432,0
25,78481,Employed,23,2,0.53,No,661,1
53,93438,Unemployed,19,0,0.43,Yes,520,0
47,131491,Employed,9,1,0.35,Yes,381,1
40,149525,Employed,23,0,0.26,No,695,1
59,37573,Employed,23,1,0.58,No,484,1
61,141844,Employed,23,4,0.5,No,548,1
31,114910,Employed,23,3,0.29,No,582,1
31,76494,Unemployed,7,4,0.18,No,736,1
19,32288,Self-Employed,15,4,0.49,Yes,551,0
54,66978,Self-Employed,27,4,0.59,No,671,1
22,92420,Self-Employed,24,2,0.24,No,600,1
55,137845,Employed,15,4,0.56,Yes,633,1
62,96095,Self-Employed,1,3,0.16,No,623,1
58,74672,Employed,8,0,0.58,Yes,335,0
64,81821,Self-Employed,7,1,0.47,No,758,1
31,103661,Employed,10,4,0.27,Yes,529,1
56,89224,Self-Employed,25,1,0.25,No,582,1
42,109405,Unemployed,0,4,0.42,No,464,0
37,132418,Employed,29,2,0.4,No,838,1
19,123673,Employed,20,1,0.56,No,631,1
56,74796,Employed,10,4,0.48,No,474,1
23,64706,Employed,17,4,0.37,No,375,1
34,148554,Self-Employed,25,3,0.56,No,739,1
42,143777,Unemployed,20,3,0.4,Yes,427,0
45,24023,Employed,28,3,0.52,No,811,1
19,134286,Employed,14,2,0.52,No,697,1
52,102636,Self-Employed,23,1,0.56,Yes,577,0
54,56735,Employed,8,2,0.13,No,630,1
22,92959,Employed,8,0,0.39,No,659,1
18,59218,Unemployed,0,4,0.33,No,739,1
57,32213,Self-Employed,6,4,0.35,No,401,0
29,121519,Employed,11,4,0.33,No,676,1
53,142513,Employed,26,3,0.52,Yes,555,1
62,118694,Self-Employed,23,4,0.26,No,703,1
40,48460,Self-Employed,9,3,0.33,No,301,1
64,144579,Unemployed,18,0,0.2,No,427,1
48,84680,Employed,28,2,0.23,Yes,431,1
28,137725,Unemployed,15,2,0.43,Yes,754,1
27,51017,Employed,5,2,0.16,No,643,1
20,118536,Self-Employed,10,3,0.19,No,651,1
31,112038,Employed,18,1,0.36,No,702,1
33,50990,Employed,24,1,0.12,No,341,1
27,39515,Unemployed,28,0,0.16,No,654,1
46,49991,Employed,18,1,0.53,No,558,1
27,27634,Employed,17,0,0.52,No,509,1
29,97034,Unemployed,24,4,0.27,No,336,1
47,96452,Self-Employed,14,2,0.27,No,321,1
58,49377,Unemployed,26,3,0.57,Yes,460,0
18,53001,Employed,28,0,0.11,No,658,1
22,21391,Employed,15,3,0.39,No,653,1
37,85206,Unemployed,13,3,0.4,No,732,1
25,129388,Employed,7,2,0.49,No,737,1
60,62215,Unemployed,7,4,0.58,Yes,846,1
29,99720,Employed,1,4,0.28,No,584,1
18,47114,Unemployed,5,1,0.32,Yes,605,0
37,31882,Employed,12,4,0.44,Yes,313,0
45,133142,Employed,12,2,0.58,No,347,1
60,37273,Unemployed,20,3,0.55,No,599,0
54,126206,Employed,29,0,0.43,Yes,541,1
64,65647,Self-Employed,11,0,0.53,Yes,711,1
54,102665,Unemployed,1,4,0.14,No,803,1
29,84892,Self-Employed,20,1,0.29,No,397,1
54,62679,Unemployed,19,0,0.11,No,425,1
61,20427,Employed,24,1,0.19,Yes,459,1
45,116952,Employed,11,0,0.42,No,564,1
64,149669,Employed,16,1,0.54,Yes,546,1
32,86267,Employed,5,1,0.42,No,484,1
23,20799,Employed,6,3,0.43,No,766,1
61,75659,Employed,27,2,0.15,No,601,1
37,114409,Employed,5,0,0.43,Yes,744,1
31,27025,Employed,20,4,0.33,No,538,1
19,34481,Employed,27,2,0.43,No,528,1
26,45411,Unemployed,3,3,0.26,No,626,0
54,116894,Employed,20,3,0.39,No,590,1
37,125928,Employed,8,3,0.31,No,365,1
43,143014,Unemployed,4,4,0.38,No,612,1
46,34961,Employed,9,0,0.17,Yes,589,1
18,41767,Unemployed,14,0,0.3,No,526,0
52,140895,Self-Employed,7,1,0.29,No,823,1
23,71690,Employed,22,1,0.47,No,474,1
54,72870,Self-Employed,3,1,0.45,No,520,0
22,126536,Self-Employed,25,4,0.55,Yes,364,0
50,56135,Employed,4,2,0.42,No,569,1
31,84514,Unemployed,6,0,0.26,No,481,1
29,106928,Employed,5,1,0.49,Yes,639,1
59,148705,Employed,12,4,0.35,No,605,1
37,98798,Employed,18,4,0.2,Yes,415,1
41,90765,Employed,9,1,0.47,No,310,1
60,43772,Employed,14,3,0.17,No,466,1
51,38799,Unemployed,2,3,0.19,No,309,0
42,132051,Employed,17,3,0.48,No,627,1
46,149941,Employed,13,1,0.49,No,346,1
56,43555,Employed,2,4,0.5,No,824,1
48,112152,Unemployed,10,4,0.25,No,677,1
64,147219,Unemployed,9,0,0.53,No,698,1
60,39333,Self-Employed,28,3,0.46,No,736,1
40,24261,Unemployed,16,1,0.52,No,420,0
61,139833,Self-Employed,12,0,0.45,No,346,1
55,89002,Unemployed,24,4,0.39,No,825,1
37,66553,Self-Employed,1,0,0.15,Yes,788,1
40,23088,Employed,27,3,0.46,No,804,1
62,65783,Employed,12,2,0.45,No,378,1
33,21115,Self-Employed,18,3,0.26,No,666,1
59,90114,Employed,4,3,0.47,No,614,1
25,88126,Employed,15,1,0.38,No,409,1
38,92908,Employed,9,2,0.38,No,708,1
18,89109,Unemployed,11,2,0.28,Yes,390,0
25,22978,Employed,19,2,0.16,No,538,1
46,128943,Self-Employed,12,4,0.21,No,599,1
49,29422,Self-Employed,20,0,0.48,No,616,1
55,63626,Unemployed,15,4,0.24,Yes,542,0
22,109233,Unemployed,21,2,0.1,No,378,1
64,76174,Self-Employed,20,1,0.6,No,774,1
39,116356,Employed,25,3,0.21,Yes,629,1
64,57743,Employed,0,3,0.43,Yes,809,1
51,90461,Employed,21,4,0.56,Yes,465,0
18,77199,Self-Employed,8,4,0.4,No,367,1
43,149000,Unemployed,15,1,0.5,Yes,536,0
60,142778,Self-Employed,18,3,0.59,Yes,527,0
27,49430,Employed,14,4,0.53,No,770,1
47,48834,Employed,17,0,0.38,No,361,1
35,44435,Employed,21,4,0.28,Yes,434,0
34,107212,Employed,11,4,0.34,Yes,459,1
43,75797,Employed,13,2,0.52,No,400,1
25,63554,Employed,2,0,0.53,Yes,524,0
64,74555,Unemployed,3,0,0.52,Yes,581,0
57,105350,Employed,5,1,0.4,No,664,1
29,34716,Employed,15,2,0.34,No,617,1
44,80261,Unemployed,27,0,0.26,No,714,1
25,47528,Employed,12,2,0.1,No,777,1
42,21995,Employed,11,2,0.48,No,322,1
63,42414,Employed,21,3,0.24,No,482,1
21,33844,Employed,11,0,0.26,No,599,1
50,56659,Employed,1,3,0.52,No,596,0
18,35522,Employed,28,4,0.13,No,568,1
36,125449,Employed,12,4,0.56,No,579,1
48,149632,Employed,2,3,0.1,Yes,347,1
33,94034,Employed,12,4,0.57,Yes,504,0
31,62322,Unemployed,24,3,0.33,No,721,1
22,87638,Employed,1,1,0.15,No,619,1
58,121334,Unemployed,18,2,0.44,Yes,443,0
43,28524,Employed,8,1,0.55,No,389,1
45,50846,Employed,19,0,0.32,Yes,849,1
19,93643,Self-Employed,0,1,0.45,Yes,464,0
23,80096,Employed,26,1,0.59,Yes,558,0
26,134930,Employed,12,4,0.22,No,410,1
50,103804,Self-Employed,1,3,0.51,Yes,838,1
58,67703,Employed,14,0,0.25,No,849,1
42,44399,Self-Employed,18,4,0.31,Yes,307,0
30,95160,Unemployed,24,0,0.24,Yes,322,0
26,112662,Employed,24,2,0.32,No,708,1
30,108667,Employed,15,3,0.1,No,740,1
48,143182,Employed,10,4,0.25,No,357,1
58,68591,Unemployed,14,1,0.32,Yes,634,0
28,40714,Unemployed,5,2,0.42,Yes,395,0
21,126167,Unemployed,13,1,0.42,No,723,1
51,55877,Employed,26,0,0.39,Yes,446,0
55,104106,Self-Employed,5,2,0.25,No,761,1
63,98018,Employed,18,4,0.57,No,727,1
21,119854,Employed,4,1,0.3,No,654,1
55,79136,Unemployed,10,1,0.21,No,607,1
36,53414,Employed,3,0,0.38,No,720,1
23,140832,Unemployed,25,0,0.47,Yes,602,0
51,106576,Employed,25,3,0.11,No,825,1
35,98943,Unemployed,27,3,0.24,No,453,1
30,143592,Employed,8,0,0.51,Yes,346,1
58,65468,Employed,8,3,0.35,No,798,1
40,118841,Employed,16,1,0.3,No,405,1
36,99702,Employed,7,0,0.57,No,457,1
62,92108,Employed,14,2,0.14,Yes,670,1
28,118538,Self-Employed,8,0,0.41,No,544,1
18,112508,Employed,4,4,0.27,No,834,1
41,66835,Employed,3,4,0.14,No,416,1
24,83333,Employed,25,0,0.21,No,369,1
42,62464,Employed,19,2,0.41,Yes,374,0
38,132454,Unemployed,17,0,0.11,Yes,434,1
32,42923,Unemployed,8,2,0.4,No,437,0
18,136062,Employed,20,1,0.58,No,713,1
29,81855,Employed,26,1,0.5,Yes,731,1
24,87445,Self-Employed,2,2,0.27,No,539,1
32,143795,Employed,21,3,0.17,No,836,1
38,130454,Employed,8,1,0.33,No,516,1
36,141906,Employed,8,4,0.3,No,311,1
46,118384,Employed,27,0,0.59,No,498,1
42,87619,Employed,28,3,0.59,Yes,806,1
50,66146,Employed,20,4,0.31,No,717,1
49,80032,Self-Employed,23,0,0.17,No,686,1
52,133521,Employed,3,4,0.56,No,433,1
61,136378,Employed,20,3,0.5,No,614,1
55,37140,Employed,6,2,0.36,No,335,1
43,22670,Employed,6,0,0.28,No,765,1
28,56519,Employed,28,4,0.32,No,492,1
52,64512,Unemployed,22,4,0.55,No,688,1
25,77811,Employed,7,3,0.19,No,441,1
63,123565,Self-Employed,26,3,0.5,No,547,1
31,34691,Employed,20,3,0.11,No,620,1
27,125156,Self-Employed,0,2,0.56,No,823,1
19,54262,Employed,26,1,0.35,Yes,685,1
63,74892,Employed,8,4,0.21,No,622,1
26,45595,Unemployed,24,2,0.1,Yes,760,1
20,77207,Employed,22,4,0.38,No,622,1
38,148590,Unemployed,11,2,0.22,No,569,1
43,135589,Employed,5,0,0.42,No,436,1
25,53440,Unemployed,12,1,0.24,Yes,693,1
19,28630,Self-Employed,28,4,0.14,No,360,1
23,51250,Unemployed,4,3,0.35,No,627,0
45,114334,Employed,20,1,0.38,Yes,467,1
46,149228,Employed,18,4,0.33,No,657,1
43,128572,Self-Employed,25,0,0.33,Yes,834,1
42,118748,Unemployed,0,4,0.39,Yes,358,0
29,127461,Unemployed,21,4,0.36,No,733,1
22,97518,Employed,23,4,0.17,No,383,1
51,94191,Self-Employed,29,1,0.2,No,547,1
54,84791,Employed,17,4,0.17,No,795,1
32,104118,Employed,7,3,0.45,Yes,695,1
61,120591,Employed,23,2,0.36,No,780,1
53,83753,Employed,25,3,0.31,Yes,587,1
32,130261,Unemployed,7,0,0.5,Yes,492,0
60,80520,Employed,25,1,0.26,No,737,1
40,24008,Self-Employed,14,2,0.38,No,799,1
23,64464,Employed,18,1,0.14,No,451,1
63,127408,Employed,9,1,0.47,Yes,819,1
61,20496,Employed,23,4,0.45,No,568,1
60,119767,Employed,15,3,0.5,No,836,1
62,148747,Employed,10,2,0.54,Yes,456,1
38,43212,Unemployed,11,4,0.48,Yes,486,0
40,40637,Unemployed,15,2,0.52,No,616,0
60,65227,Employed,15,3,0.27,No,542,1
33,102413,Employed,27,4,0.27,Yes,837,1
64,139753,Employed,29,2,0.57,Yes,383,1
32,140118,Self-Employed,19,4,0.56,No,495,1
42,103346,Employed,2,1,0.37,No,577,1
53,29884,Employed,26,0,0.28,Yes,434,0
28,136481,Employed,8,2,0.53,No,677,1
32,88259,Unemployed,7,3,0.26,No,417,1
21,69810,Employed,9,2,0.18,Yes,325,1
38,149926,Employed,28,0,0.42,No,538,1
30,24761,Unemployed,12,2,0.12,Yes,408,0
39,93166,Self-Employed,17,2,0.29,No,389,1
36,147342,Self-Employed,12,2,0.5,Yes,681,1
51,36375,Employed,12,3,0.25,No,317,1
31,127045,Unemployed,14,0,0.57,No,801,1
21,45218,Self-Employed,12,0,0.58,No,516,0
63,50565,Unemployed,29,3,0.51,No,323,0
44,122654,Self-Employed,15,2,0.59,Yes,793,1
46,52975,Self-Employed,7,2,0.37,No,672,1
64,47073,Employed,26,0,0.38,Yes,768,1
45,89726,Employed,26,2,0.52,No,801,1
52,21883,Self-Employed,18,1,0.35,Yes,837,1
25,88422,Employed,9,2,0.3,No,629,1
33,69629,Employed,11,2,0.41,Yes,453,0
59,84170,Employed,13,4,0.43,Yes,716,1
53,94489,Unemployed,5,0,0.48,No,740,1
47,28381,Employed,20,0,0.43,Yes,722,1
35,43238,Unemployed,23,1,0.47,No,336,0
19,33795,Self-Employed,8,1,0.44,Yes,573,0
30,115964,Employed,26,1,0.34,Yes,457,1
21,82999,Employed,6,0,0.17,No,732,1
43,69907,Employed,5,4,0.49,Yes,412,0
42,29638,Employed,21,4,0.12,Yes,841,1
47,90467,Employed,0,3,0.6,Yes,832,1
28,62623,Employed,20,0,0.51,Yes,737,1
24,58492,Unemployed,13,3,0.44,Yes,699,0
48,46411,Employed,23,2,0.58,Yes,317,0
61,130724,Self-Employed,5,1,0.41,Yes,461,0
27,40534,Employed,11,3,0.13,No,704,1
56,122364,Self-Employed,16,3,0.38,Yes,759,1
30,49181,Employed,4,0,0.24,No,458,1
48,123069,Self-Employed,28,1,0.28,No,309,1
24,39996,Self-Employed,10,1,0.33,Yes,815,1
59,92089,Self-Employed,27,4,0.49,Yes,314,0
59,125682,Employed,4,3,0.35,Yes,354,0
53,103609,Self-Employed,11,4,0.34,No,745,1
37,136004,Employed,2,3,0.25,No,455,1
21,92666,Employed,23,0,0.37,No,690,1
24,49405,Employed,8,0,0.22,No,438,1
18,121490,Employed,5,2,0.23,Yes,712,1
61,146900,Employed,21,3,0.48,No,424,1
62,91325,Self-Employed,1,3,0.27,No,518,0
59,48930,Employed,25,1,0.13,No,580,1
64,134426,Employed,1,1,0.27,No,739,1
30,37529,Employed,21,4,0.42,Yes,401,0
39,73546,Self-Employed,11,2,0.51,No,339,1
38,27942,Employed,7,0,0.58,No,770,1
39,27548,Employed,1,3,0.47,No,675,1
45,135248,Self-Employed,8,4,0.31,No,490,1
26,38296,Employed,28,2,0.25,No,733,1
43,71016,Employed,15,1,0.16,No,310,1
26,117780,Employed,27,2,0.41,No,545,1
32,20296,Self-Employed,29,4,0.35,Yes,431,0
27,87945,Self-Employed,24,0,0.44,No,783,1
41,79980,Employed,14,1,0.22,No,714,1
59,76782,Employed,13,1,0.26,No,629,1
25,54229,Employed,19,0,0.25,No,654,1
41,116382,Self-Employed,3,1,0.5,No,560,1
33,73444,Unemployed,3,4,0.19,No,303,1
43,55036,Employed,10,1,0.4,Yes,640,1
44,135682,Employed,20,3,0.13,No,394,1
54,149114,Self-Employed,23,2,0.37,No,315,1
21,59322,Unemployed,17,4,0.13,No,410,1
41,134695,Unemployed,26,0,0.19,Yes,625,1
36,47167,Self-Employed,4,4,0.16,No,521,1
53,71667,Unemployed,29,3,0.27,No,570,1
56,114527,Employed,1,1,0.27,No,735,1
27,103337,Employed,14,1,0.51,Yes,393,1
42,71468,Employed,10,4,0.21,Yes,635,1
35,92894,Self-Employed,26,1,0.14,No,800,1
36,73084,Employed,23,1,0.4,No,463,1
53,83138,Employed,16,3,0.44,Yes,685,1
27,42588,Employed,15,0,0.25,No,711,1
50,82901,Employed,14,2,0.4,No,667,1
22,37671,Unemployed,22,4,0.49,No,595,0
64,145724,Employed,2,0,0.27,No,618,1
52,103038,Employed,19,2,0.36,No,554,1
61,110664,Self-Employed,29,0,0.17,Yes,788,1
51,51645,Employed,14,4,0.11,Yes,849,1
50,27637,Self-Employed,23,3,0.59,No,719,1
38,20660,Unemployed,18,3,0.25,No,486,0
34,127211,Unemployed,27,3,0.24,No,324,1
39,26922,Unemployed,28,0,0.59,Yes,441,0
54,113697,Employed,12,4,0.46,No,727,1
32,64721,Employed,15,1,0.39,No,423,1
52,77256,Employed,22,1,0.45,No,324,1
45,141025,Employed,11,3,0.45,No,776,1
24,137217,Employed,16,0,0.48,Yes,762,1
49,89506,Employed,15,1,0.13,Yes,730,1
28,88943,Unemployed,8,0,0.31,No,531,1
27,144338,Employed,28,4,0.25,No,644,1
26,47843,Employed,5,3,0.14,No,322,1
31,29046,Employed,18,2,0.31,No,421,1
30,109336,Employed,22,3,0.41,Yes,522,1
42,83985,Unemployed,12,2,0.19,No,529,1
19,100083,Employed,20,1,0.25,No,316,1
52,123064,Self-Employed,23,2,0.42,Yes,584,0
24,116925,Employed,7,0,0.39,No,301,1
38,146417,Employed,11,2,0.53,No,566,1
35,136585,Employed,8,1,0.5,No,827,1
20,50346,Unemployed,21,1,0.58,Yes,832,1
59,108284,Employed,3,3,0.4,No,550,1
56,143152,Employed,12,1,0.45,No,576,1
58,131769,Employed,1,0,0.53,Yes,305,0
28,122391,Self-Employed,2,2,0.52,No,536,1
56,111384,Self-Employed,4,4,0.46,Yes,834,1
41,73526,Employed,23,1,0.35,No,523,1
63,93143,Employed,27,2,0.24,No,785,1
36,56787,Unemployed,25,3,0.54,No,712,1
21,53583,Self-Employed,17,4,0.49,Yes,330,0
43,32563,Unemployed,20,3,0.52,Yes,772,0
55,66060,Unemployed,13,0,0.17,No,813,1
59,149537,Self-Employed,24,3,0.26,No,641,1
49,141943,Employed,1,2,0.31,No,464,1
56,134462,Unemployed,14,4,0.52,Yes,599,0
62,53690,Unemployed,7,3,0.55,Yes,753,1
63,131233,Employed,15,3,0.24,No,780,1
53,114712,Employed,2,0,0.44,No,374,1
57,34925,Unemployed,23,2,0.14,Yes,608,0
54,106787,Employed,19,3,0.3,Yes,375,1
50,103184,Unemployed,19,2,0.34,Yes,686,1
53,40108,Employed,27,1,0.48,Yes,649,0
20,96515,Employed,22,0,0.55,Yes,574,0
26,88258,Employed,4,0,0.27,No,600,1
25,25355,Employed,3,0,0.36,No,354,0
50,66069,Employed,22,2,0.42,Yes,759,1
23,114335,Employed,11,3,0.26,No,840,1
58,120854,Self-Employed,18,3,0.59,No,612,1
56,74471,Unemployed,14,2,0.54,No,568,0
21,52705,Employed,24,2,0.25,No,796,1
30,63909,Employed,29,1,0.35,No,454,1
19,108606,Employed,12,4,0.22,No,495,1
22,148501,Employed,4,4,0.36,No,779,1
61,136361,Employed,11,0,0.44,No,747,1
44,73739,Employed,18,3,0.14,Yes,404,1
49,96820,Employed,1,0,0.54,No,373,0
38,107273,Employed,6,3,0.4,No,374,1
25,43241,Employed,27,3,0.59,Yes,396,0
55,47414,Self-Employed,22,1,0.11,No,540,1
25,70818,Employed,27,2,0.52,No,690,1
20,40895,Unemployed,28,2,0.5,Yes,408,0
61,112307,Unemployed,4,2,0.17,No,327,1
20,82409,Unemployed,19,4,0.27,No,401,1
39,75324,Unemployed,28,2,0.54,No,418,0
23,86920,Employed,10,4,0.36,Yes,326,0
19,73555,Employed,17,0,0.3,No,449,1
40,138642,Employed,17,4,0.55,No,441,1
61,85453,Unemployed,6,3,0.15,Yes,453,0
19,42689,Unemployed,9,1,0.34,No,791,1
55,84356,Unemployed,22,1,0.43,Yes,482,0
34,113011,Employed,19,3,0.4,No,502,1
52,28252,Self-Employed,13,0,0.23,No,370,1
51,50844,Employed,19,1,0.38,No,482,1
40,115687,Employed,19,3,0.45,No,472,1
47,125542,Self-Employed,10,1,0.39,No,841,1
